marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date
US,13931289,R2J9QF4WBAYO4N,B007W0YSG8,376685345,"- NorthStar Belt Drive Single-Stage Portable Air Compressor - 2 HP, 20-Gallon, Vertical, 5.0 CFM",Tools,1,6,9,N,Y,"Air compressor arrived with safety cage crushed, as it ...","Air compressor arrived with safety cage crushed,as it was dropped on the top. After two weeks no response from the shipper-supplier.",7/20/2015
US,13833855,R2P38F7OMNW3VA,B007W0YSG8,376685345,"- NorthStar Belt Drive Single-Stage Portable Air Compressor - 2 HP, 20-Gallon, Vertical, 5.0 CFM",Tools,3,19,22,N,Y,Broken but fixed.,[[VIDEOID:da2258d5cc3eb6525e2c7d56c00b3918]] My first compressor was delivered smashed and leaking oil so I denied delivery.<br />It was about two weeks till the replacement arrived.<br />The replacement has a few minor issues that I address in the video so at this time I'm unable to run it.,6/17/2015
US,48257664,R1R9WTIP2T1EXQ,B007W0YSG8,376685345,"- NorthStar Belt Drive Single-Stage Portable Air Compressor - 2 HP, 20-Gallon, Vertical, 5.0 CFM",Tools,4,0,2,N,Y,Good for small stuff,made well. Good for small stuff. noise like any other.,6/10/2015
US,41195630,R285J5NVQZ8AEK,B007W0YSG8,376685345,"- NorthStar Belt Drive Single-Stage Portable Air Compressor - 2 HP, 20-Gallon, Vertical, 5.0 CFM",Tools,4,12,13,N,Y,Glad I bought it.,"This compressor is a welcome upgrade to the smaller one that I have used for years in my multi-purpose workshop. The unit itself is generally well constructed, with balanced capacities for the motor, compressor and tank. Assembly consisted only of the simple mounting of the wheels, air filters and cart handle. The only glitch with the assembly was the failure of a tack weld on one of the nuts that secures the cart handle. Also on the down side, the unit comes wired to operate on 110V, but no instruction is included for configuring it to run on the optionally offered 220V. Having to pay shop time for an electrician to reconfigure the wiring will negate the cost advantage of this compressor over similar units offered elsewhere. Apart from these non-critical elements, the compressor is well made and, since I don't intend to use it to run continuous demand tools such as air sanders, its performance satisfies all of my needs.",3/3/2015
US,27682617,R2I6FJGQSTURPU,B007W0YSG8,376685345,"- NorthStar Belt Drive Single-Stage Portable Air Compressor - 2 HP, 20-Gallon, Vertical, 5.0 CFM",Tools,5,3,3,N,Y,For the money I paid for this compressor it was a very good deal. I wish I could have found this ...,"Does not have air leaks for at least a week, even with tools plugged in. Very quite and builds air quick. It's heavy to be moving around much. For the money I paid for this compressor it was a very good deal. I wish I could have found this compressor years ago.",2/25/2015
US,36748514,R30TDRFPZMS0RQ,B007W0YSG8,376685345,"- NorthStar Belt Drive Single-Stage Portable Air Compressor - 2 HP, 20-Gallon, Vertical, 5.0 CFM",Tools,5,24,26,N,Y,Very Satisfied with NorthStar,"My first impression of this unit upon my initial use of it is that it is about the best compressor performance for the price (price per listed CFM at 90 psi - when compared against similar performing units by Ingersoll-Rand, Craftsman, Makita and Industrial Air) that I think one could expect before going to a larger unit wired for 220/240 or gas-powered.  This unit is the perfect choice for the homeowner looking for an upgrade to a smaller pancake or other portable unit.  Assembly was simple and was essentially complete after bolting on the wheels and attaching the handle.  Order the compressor oil also unless you want to make a separate trip to Home Depot or Lowe's to get that before you can plug it in and turn it on.  I was particularly intrigued to see just how quiet it would be, as that was noted in the product details and one feature that mattered to me.  It is indeed quiet compared to the little screamer portable that I had been using.  The dark charcoal, fine-wrinkle finish on the unit appears very durable and was frankly more appealing to me than a typical painted finish.  Other thoughtful details on this compressor include a properly located air-release valve at the bottom of the tank near the right side that make it very simple to open and drain off any moisture or excess air before storage.  If I had a gripe, it'd be that the air-connector is immediately connected to the gauge, and that made it a little more difficult to unscrew the connector from the gauge-body so that I could hard pipe a filter/separator in-line before the connector.  This is due to the lack of a good purchase-point to stick a wrench that will allow for removal of the connector fitting from the gauge-body, as the gauge-dial makes it too tall to allow one to rotate it with the gauge still on it and unscrew it from the unit.  Anyway, the issue won't likely affect anyone not needing particularly dry air.  Finally, although I would guess that NorthStar imports this unit (from Puma perhaps),as the bolts are all metric and don't appear to be quite up to that of American ASTM grade threads.  Frankly, these are relatively little things and wouldn't deter me from strongly recommending this compressor to any friend looking for the same things that I was - good performance for the homeowner-level user for the best price.  Great unit here from NorthStar!",1/21/2015
US,2458423,R6NE9VT6N54XY,B007W0YSG8,376685345,"- NorthStar Belt Drive Single-Stage Portable Air Compressor - 2 HP, 20-Gallon, Vertical, 5.0 CFM",Tools,5,2,4,N,Y,Great buy,"Been using for a few weeks now, great compressor couldn't be happier",12/10/2014
US,15374078,R3CDZ1WDH46PQB,B007W0YSG8,376685345,"- NorthStar Belt Drive Single-Stage Portable Air Compressor - 2 HP, 20-Gallon, Vertical, 5.0 CFM",Tools,4,2,5,N,Y,Four Stars,Excellent compressor,11/21/2014
US,15918386,R1ZGXUFHZHQMIY,B007W0YSG8,376685345,"- NorthStar Belt Drive Single-Stage Portable Air Compressor - 2 HP, 20-Gallon, Vertical, 5.0 CFM",Tools,5,7,10,N,Y,Great Quality.,Very quiet.  Works great way better than bargain compressor this one will last a lifetime.,9/25/2014
US,38398582,R2YE5GKS698QSV,B007W0YSG8,376685345,"- NorthStar Belt Drive Single-Stage Portable Air Compressor - 2 HP, 20-Gallon, Vertical, 5.0 CFM",Tools,2,5,8,N,Y,Two Stars,"Unfortunately is leaking air, after about four hours the tank goes empty..",9/13/2014
US,999344,R36O993FMP6UX4,B00004Y693,354397846,#0 Grommet Refills 1074-0,Tools,3,0,2,N,Y,not really what i wanted. I wanted replacement grommets ...,not really what i wanted. I wanted replacement grommets to match the grommet kit that I ordered last week.  These are entirely too small and are of absolutely NO USE to me.,8/25/2015
US,43760506,R1PKUKUY3NAUHB,B00004Y693,354397846,#0 Grommet Refills 1074-0,Tools,3,0,0,N,Y,Three Stars,replacements,8/14/2015
US,48486104,R1USZB0RKYE3XJ,B00004Y693,354397846,#0 Grommet Refills 1074-0,Tools,5,0,0,N,Y,they work well,fits my kit perfectly,8/11/2015
US,50259641,R15XQ1DWHVMDIU,B00004Y693,354397846,#0 Grommet Refills 1074-0,Tools,5,0,0,N,Y,Five Stars,Great,8/2/2015
US,7253747,R1V1B51QF5OONE,B00004Y693,354397846,#0 Grommet Refills 1074-0,Tools,5,0,0,N,Y,Five Stars,Nice grommets,7/24/2015
US,11069899,R22KEPJHSXQ48E,B00004Y693,354397846,#0 Grommet Refills 1074-0,Tools,5,0,0,N,Y,True grommets - high quality!,"I love these grommets.  They are true grommets with both pieces, and they are sturdy enough not to bend under pressure.  I use these for corsets and other garments, and I hate the flimsy ones that bend out of shape under stress.  These ones are awesome.  I will say that ordering them straight from the manufacturer you can get larger quantities and save some money, but the item itself is awesome.",4/2/2015
US,31703273,R1E93ELEVQUB7Q,B00004Y693,354397846,#0 Grommet Refills 1074-0,Tools,5,0,0,N,Y,Strong Grommets,Very nice. Thanks,3/21/2015
US,5148245,R3RFHQCAWWRYEW,B00004Y693,354397846,#0 Grommet Refills 1074-0,Tools,5,0,0,N,Y,good,"Too big for what I needed them for, but good product.",3/9/2015
US,16255847,R1D581OYWLOQAL,B00004Y693,354397846,#0 Grommet Refills 1074-0,Tools,5,4,4,N,Y,This refill kit is the exact same product that comes ...,"This refill kit is the exact same product that comes in the starter kit where you get all the dies and such to install them properly.<br />I bought the refill kit because I had the feeling that I would find more uses for them once I started using them. I have done just that.<br />I would not consider these heavy duty, but you kind of figure that out by the size. They are more than adequate for what intended to use them for. I was a first time user of this type product and I must say, I didn't  goof up one set yet of all that I installed so far.",1/8/2015
US,43427976,R354U9JUMS8O6S,B00004Y693,354397846,#0 Grommet Refills 1074-0,Tools,5,0,0,N,Y,Five Stars,Good quality. Arrived within a reasonable amount of time.,12/20/2014
US,8292265,R1G1U43EZ44PAY,B0045ZS0XK,655400527,"#1 CutRite Hot Knife Kit , 4"" & 6"" Straight Blades & Case",Tools,2,1,1,N,Y,Made In China - 15 seconds at a time only.,"This was bought about 18 months ago for very infrequent usage, once or twice per week for a few moments at a time to cut some webbing.  I thought I had bought the top quality tool that would last a long time.  We used it the other day to cut several pieces at once to build up stock.  It made it through about a dozen cuts, then died.  During examination, I noticed that there is a small label that says to use it for 15 seconds at a time only.  And another that says Made in China.  For the money, I expected neither of these.  My fault for not noticing, but I wouldn't consider buying another one.  You can get this kind of quality for a lot less money.",7/26/2015
US,35084163,R3K5FS6ZQZBZEV,B0045ZS0XK,655400527,"#1 CutRite Hot Knife Kit , 4"" & 6"" Straight Blades & Case",Tools,5,0,1,N,Y,Five Stars,very good,6/6/2015
US,45150174,R37XD6VKP4I2R2,B0045ZS0XK,655400527,"#1 CutRite Hot Knife Kit , 4"" & 6"" Straight Blades & Case",Tools,5,3,6,N,Y,Very high quality and nice carry case :),I haven't gotten the chance to try it out yet but the quality is just amazing it just looks like a quality professional product. I'll update this if I have any trouble with the item.,5/12/2015
US,18996444,R2C4KBCVYW890M,B0045ZS0XK,655400527,"#1 CutRite Hot Knife Kit , 4"" & 6"" Straight Blades & Case",Tools,4,0,2,N,Y,This thing is great. Should have ordered one years ago,This thing is great . Should have ordered one years ago.,4/21/2015
US,26123711,RXEXF641WLAVJ,B0045ZS0XK,655400527,"#1 CutRite Hot Knife Kit , 4"" & 6"" Straight Blades & Case",Tools,4,0,2,N,Y,Very Good,Good and useful tool,3/20/2015
US,47089832,R11BWYW953IRXE,B0045ZS0XK,655400527,"#1 CutRite Hot Knife Kit , 4"" & 6"" Straight Blades & Case",Tools,5,0,0,N,Y,Worth every penny.,I oversee the set construction for our school's Performing Arts Center.  Bought this hot knife a year ago when building the set for The Little Mermaid.  2 very large foam scenery pieces were of foam and this cutter proved it's weight in gold for carving them.  The cutter is phenomenal.  Only drawback is the case.  Personally I would like to see  a case that is more sturdy.  All in all a great tool for the money.,3/16/2015
US,8339265,RZ9TN4SGKL8ZB,B0045ZS0XK,655400527,"#1 CutRite Hot Knife Kit , 4"" & 6"" Straight Blades & Case",Tools,5,0,1,N,Y,Five Stars,Love it,3/10/2015
US,49846258,R21KI7OT15V0J0,B0045ZS0XK,655400527,"#1 CutRite Hot Knife Kit , 4"" & 6"" Straight Blades & Case",Tools,5,0,1,N,Y,Five Stars,works as advertised,2/16/2015
US,50014063,R30SIOTHF2O0C3,B0045ZS0XK,655400527,"#1 CutRite Hot Knife Kit , 4"" & 6"" Straight Blades & Case",Tools,5,0,0,N,Y,Great Product,This thing will cut through any styrofoam,1/30/2015
US,21222221,RJFFJEXG4WUSB,B0045ZS0XK,655400527,"#1 CutRite Hot Knife Kit , 4"" & 6"" Straight Blades & Case",Tools,4,0,1,N,Y,great all purpose foam cutter,"Great knife, I got the hoghest rated one and it is more knife than I personally need, but works great and the temp adjustment works well. Didn't know i would need to adjust the temp as this is my first foam cutter. I will be getting an additional plunge cutter as this knife.blade is too tall or wide for more intricate cutting. For overall cutting this was a great purchase.",1/23/2015
US,19045294,R1D5OR4PTHOF,B00DE8IL3I,924943374,#1 Gunsmithing Hammer 2oz Brass Hammer,Tools,5,1,1,N,Y,Five Stars,"Worked great. Well made, perfect size and weight for what I needed.",7/22/2015
US,10914768,R1JR5DJR0J0HEY,B00DE8IL3I,924943374,#1 Gunsmithing Hammer 2oz Brass Hammer,Tools,5,0,0,N,Y,great little hammer,"Nice little hammer, prefect for adjusting front sights.",5/25/2015
US,52909035,R2W5BDNGHNL1U5,B00DE8IL3I,924943374,#1 Gunsmithing Hammer 2oz Brass Hammer,Tools,5,0,0,N,Y,Five Stars,work as advertised,3/19/2015
US,24397221,RUSMYSOKZH974,B00DE8IL3I,924943374,#1 Gunsmithing Hammer 2oz Brass Hammer,Tools,5,0,0,N,Y,Five Stars,Great tool for the price,3/5/2015
US,47191769,R3BU2U1J594TL7,B00DE8IL3I,924943374,#1 Gunsmithing Hammer 2oz Brass Hammer,Tools,5,0,0,N,Y,Five Stars,Husband loves this hammer.,12/27/2014
US,45486635,R6PJMJG6ZQ9OR,B00DE8IL3I,924943374,#1 Gunsmithing Hammer 2oz Brass Hammer,Tools,1,0,0,N,N,It is a cheap made hammer it isn't worth buying ...,It is a cheap made hammer it isn't worth buying. The hammer wants to come off of the shaft after using it on two ar builds,9/21/2014
US,22423754,R3F0M7UNT0YOWI,B00DE8IL3I,924943374,#1 Gunsmithing Hammer 2oz Brass Hammer,Tools,1,0,1,N,Y,One Star,Too small,8/30/2014
US,3097049,R3F7MNXUUQ24Z2,B00DE8IL3I,924943374,#1 Gunsmithing Hammer 2oz Brass Hammer,Tools,5,0,0,N,Y,Good hammer,Hammer is being used for flint knapping and does exactly what I have wanted it for.  Good weight and size,6/28/2014
US,8981386,R2P5TRQMYATZCQ,B00DE8IL3I,924943374,#1 Gunsmithing Hammer 2oz Brass Hammer,Tools,5,0,1,N,N,nice brass hammer for small work,This is very and smaller than i thought but woks,6/8/2014
US,13630877,RTJJCBSGLRPTN,B00DE8IL3I,924943374,#1 Gunsmithing Hammer 2oz Brass Hammer,Tools,4,1,1,N,Y,Good little hammer,"Good for knocking those roll pins into an AR only wish you could replace the ends and maybe a thicker handle, but all in all good hammer preforms good.",3/29/2014
US,48247442,RIYXZHELHWPL,B009PCQ1DE,660815567,#2 Black MARINES SPRING ASSIST RESCUE POCKET KNIFE CAMO TANTO BLADE WITH GLASS BREAKER,Tools,5,0,0,N,Y,Awesome! There are two different logos tho,Awesome! There are two different logos tho; one with EGA seal and one with cross rifles and says MARINES,8/17/2015
US,12107239,R2VAY6ZMG5YNFQ,B009PCQ1DE,660815567,#2 Black MARINES SPRING ASSIST RESCUE POCKET KNIFE CAMO TANTO BLADE WITH GLASS BREAKER,Tools,5,0,0,N,Y,Five Stars,I like mine. Works good. :),8/14/2015
US,1882827,R1JIBVIPCEZOTI,B009PCQ1DE,660815567,#2 Black MARINES SPRING ASSIST RESCUE POCKET KNIFE CAMO TANTO BLADE WITH GLASS BREAKER,Tools,5,0,0,N,Y,Five Stars,I like how sharp it is. I can cut through almost anything.,8/7/2015
US,37582712,RXJZ7GQOCY31U,B009PCQ1DE,660815567,#2 Black MARINES SPRING ASSIST RESCUE POCKET KNIFE CAMO TANTO BLADE WITH GLASS BREAKER,Tools,1,2,2,N,Y,It takes good thumb action and a strong flip of he wrist ...,"Deceptive<br /><br />The ad for this product clearly suggests that there will be 2 knives delivered. I only received one. Is it sharp? Yes. Is it spring assisted? Eh, so-so. It takes good thumb action and a strong flip of he wrist to open blade. But for a 2 for 1 cost, it would be worth it. Not cost effective for 1 knife. I've bought better blades for less. Again, remember, you are buying 1 knife, not two.",7/28/2015
US,8454332,R1QZMP1J3QGY1S,B009PCQ1DE,660815567,#2 Black MARINES SPRING ASSIST RESCUE POCKET KNIFE CAMO TANTO BLADE WITH GLASS BREAKER,Tools,5,0,0,N,Y,Best Knife!!,Best knife! My boyfriend loves this knife! The assisted switch is very easy to use and is just overall a great knife. It also has the tool for busting a window and cutting seatbelts.,7/19/2015
US,38034202,R1IDONBRMUMYDU,B009PCQ1DE,660815567,#2 Black MARINES SPRING ASSIST RESCUE POCKET KNIFE CAMO TANTO BLADE WITH GLASS BREAKER,Tools,5,1,1,N,Y,In my drawer,I confiscated this my son think he sleek I told him I catch carrying a butter knife I will knock him out but it's nice.,7/11/2015
US,48764508,R38OTDCXHLQHF1,B009PCQ1DE,660815567,#2 Black MARINES SPRING ASSIST RESCUE POCKET KNIFE CAMO TANTO BLADE WITH GLASS BREAKER,Tools,5,0,0,N,Y,Five Stars,Much better quality than I expected.  I would get another.,7/2/2015
US,12095120,R3KTGLY7JEC0YG,B009PCQ1DE,660815567,#2 Black MARINES SPRING ASSIST RESCUE POCKET KNIFE CAMO TANTO BLADE WITH GLASS BREAKER,Tools,2,1,1,N,Y,Don't bother buying this!,"I do not recommend this knife.  It is way dull when it is new out of the box.  I've tried using it on a number of tasks and it was useless.  I paid less than $6.00 for it so I didn't expect much and in that regard I guess I was not disappointed.  However, you don't want to buy it if you actually want to use it.  Spend a little more and get a sharp knife that is easier to operate.",4/6/2015
US,2434041,R33Y6YKNBROMHX,B009PCQ1DE,660815567,#2 Black MARINES SPRING ASSIST RESCUE POCKET KNIFE CAMO TANTO BLADE WITH GLASS BREAKER,Tools,5,0,0,N,Y,Sharp and Hardy,Sharp and Hardy. What's not to love? Gave it to a friend for his Birthday and he loved it.,3/22/2015
US,307892,R2XRGX79A7Q1EY,B009PCQ1DE,660815567,#2 Black MARINES SPRING ASSIST RESCUE POCKET KNIFE CAMO TANTO BLADE WITH GLASS BREAKER,Tools,5,4,4,N,Y,definitely a good knife for the price,"I literally just got this 10 minutes ago, and... oh my god.<br />I already cut myself twice, just because it is RAZOR SHARP.<br />It does have its problems.<br /><br />Pros<br />-Ridiculously sharp<br />-Good size<br />-ABS handle<br />-Nice Tanto<br /><br />Cons<br />-The spring assist handle is slanted, which makes it hard to flick, but that may be the packing grease.<br />-Cheap plastic marines symbol.<br /><br />Overall, definitely a good knife for the price.<br />Get it.",3/19/2015
US,51582807,R35R0HDY4WM2I3,B00B0YE7LS,240882529,#7 Opinel Carbon Steel Folding Knife w/ Beechwood Handle and Leather Sheath,Tools,4,0,1,N,Y,Usefull blade.,"Was OK ,not really impressed.",7/12/2015
US,49378578,R21V4SOBBSRSTP,B00B0YE7LS,240882529,#7 Opinel Carbon Steel Folding Knife w/ Beechwood Handle and Leather Sheath,Tools,5,0,0,N,Y,Five Stars,"Great knife!! Love it. Very, very sharp.",6/5/2015
US,37150174,R20WNLJVQF08PP,B00B0YE7LS,240882529,#7 Opinel Carbon Steel Folding Knife w/ Beechwood Handle and Leather Sheath,Tools,5,0,0,N,Y,Five Stars,Another unique but practical knife. My everyday carry.,5/13/2015
US,18309305,R2EYP6HI3F02QW,B00B0YE7LS,240882529,#7 Opinel Carbon Steel Folding Knife w/ Beechwood Handle and Leather Sheath,Tools,4,1,1,N,Y,Needed for every knife collection.,"Classy, and a nice sheath. No clip on said sheath, but i feel like it's kinda nicer that way. The blade is thinner than i expected and looks like my knife was used, came in  a mailing envelope with no packaging and scuffs on the blade.<br /><br />Still love it though, and the blade is nicely sharp.",4/20/2015
US,1391412,RD3TYNVPZTHHT,B00B0YE7LS,240882529,#7 Opinel Carbon Steel Folding Knife w/ Beechwood Handle and Leather Sheath,Tools,5,0,0,N,Y,and a good size to through into a bag or pack,"Sharp, well made, and a good size to through into a bag or pack.",4/1/2015
US,3092193,R3RGVA28EBJY6Z,B00B0YE7LS,240882529,#7 Opinel Carbon Steel Folding Knife w/ Beechwood Handle and Leather Sheath,Tools,4,0,1,N,Y,super knife,the knife itself meets and exceeds expectations but delivery time seemed slow to me,3/13/2015
US,10996255,RISWSYJR0R0V0,B00B0YE7LS,240882529,#7 Opinel Carbon Steel Folding Knife w/ Beechwood Handle and Leather Sheath,Tools,5,0,1,N,Y,Five Stars,excellent!,3/10/2015
US,19290208,R26LLZ1BNCS7A1,B00B0YE7LS,240882529,#7 Opinel Carbon Steel Folding Knife w/ Beechwood Handle and Leather Sheath,Tools,5,1,1,N,Y,Very simple knife. Carbon steel blade. Anyone that ...,"Very simple knife. Carbon steel blade. Anyone that knows knives knows this is a classic.Mall ninjas go elsewhere, this isnt a spiderco.",2/24/2015
US,11324257,R2LXZNT90VH3OX,B00B0YE7LS,240882529,#7 Opinel Carbon Steel Folding Knife w/ Beechwood Handle and Leather Sheath,Tools,5,21,22,N,Y,and really I could not be happier. Let's get the first bit out of the ...,"I've owned a number of knives, from $400 Fallknivens to $20 Gerbers, and plenty in-between.  I just took delivery of my first Opinel (oh-peen-el, in case you were wondering) 3 days ago, and I am very impressed. I did a lot of reading on these before I made my purchase, and really I could not be happier. Let's get the first bit out of the way, from an aesthetic point, this will be one of the most beautiful knives you will ever own. It's rustic and simplistic appearance belies its strength and capability. The beech wood handle is gorgeous, and has a nice shape, which is very comfortable to hold. I didn't buy this knife to impress others, but it has to be said, every time I have offered it up for another's request of &#34;anybody have a knife?&#34; The next word usually heard is &#34;wow&#34;.<br /><br />It's very light, yet balanced. The blade has zero play on any axis when deployed, and locks confidently in or out. The blade wasn't shaving sharp out of the box, but fairly close, and easy enough to bring up to standard with a dry stone. Being the knife that it is, there are no clips or loops to attach to anything, but it hardly matters. It's quite small enough to slide into the coin pocket of your Levi's and stay secure throughout the day.<br /><br />I have rather large hands, so I included a photo of the #7 Opinel on my iPad for a sizing reference. I was torn between 7 or 8, but I could not be happier with the 7 as my EDC. I believe the 8 will be a bit too large for coin pocket carry, and I prefer not to have a large knife in my front pocket where it is visible to others. I will be ordering more sizes very soon, as there is a size and style for most anyone out there, and at these price points, why not? $14 with shipping is an absolute steal for such a quality knife. And even if you don't like it, you can always gift it to someone who would appreciate it, and you wouldn't feel too bad about losing those 14 dollars.<br /><br />Hope you enjoy your new Opinel!",1/17/2015
US,27010022,R2ZM5KA3CE4K1S,B00B0YE7LS,240882529,#7 Opinel Carbon Steel Folding Knife w/ Beechwood Handle and Leather Sheath,Tools,5,0,0,N,Y,Five Stars,razor sharp love it!,1/14/2015
US,18165883,R32BSID7Q7SUP3,B002UZAXX2,592443100,"(3-80202) #2 Phillips with ACR Bit 2"" 6pk",Tools,5,0,0,N,Y,The best bits ever,The best bits ever.  Fit Phillips fasteners perfectly. No stripping of screw head. Bought 4 packs. Glad to find these on Amazon.,6/25/2015
US,20942550,R2OKNCB87TD3PS,B002UZAXX2,592443100,"(3-80202) #2 Phillips with ACR Bit 2"" 6pk",Tools,5,0,0,N,Y,Good bits.,Buy these every so often because I break regular bits daily. These last me weeks.,5/24/2015
US,17164570,R1KERBNF1WBLSM,B002UZAXX2,592443100,"(3-80202) #2 Phillips with ACR Bit 2"" 6pk",Tools,5,1,1,N,Y,Best Bit EVER!!!!,"These bits are amazing, bulletproof, and by far the strongest long lasting bit I have ever used.  I am a carpenter I was given a ACR bit 4 or 5 years ago that got unintentionally electrically welded into a driver making it unique & I was able to hold on to it for 4+ years.  I was able to bend it when I dropped a drill 2 stories Obliterated the drill but the bit still works (wobbles) but in 4 years time I  screwed together 25+ decks 5 boat houses, Countless sheets of sheet rock and seriously at least 30,000 screws ... Looking to replace the wobbly bit I ordered the hammer steel and hardend steel bits but they wore out on 15 to 20 screws.. I finally found the ACR bit & Thank you Philips!  Quality A+ in my book best product out there!  Please keep doing things the way you are.. don't sell out",3/25/2015
US,18964618,R2SP5W4X1MNVIR,B002UZAXX2,592443100,"(3-80202) #2 Phillips with ACR Bit 2"" 6pk",Tools,5,0,0,N,Y,Great #2 phillips bits,these are great because they have serrations on the tips that help prevent cam-out.,3/16/2015
US,12202081,RIPDN7DY529MQ,B002UZAXX2,592443100,"(3-80202) #2 Phillips with ACR Bit 2"" 6pk",Tools,5,0,0,N,Y,Outstanding is probably the one word I can use to ...,"Outstanding is probably the one word I can use to describe this product. I only review 5 star products and 1 star products. This one is a 5. Installed a complete 20'X20' deck using a box of 3000 screws with ONE, I repeat ONE OF THESE BITS including stripping out about 100 heads off of the screw itself.",2/20/2015
US,16437977,R1D4W328LNNI5Y,B002UZAXX2,592443100,"(3-80202) #2 Phillips with ACR Bit 2"" 6pk",Tools,5,2,2,N,Y,Best alternative to #2 bits!,I use these bits in place of regular #2 Phillips.<br /><br />The coating has never let them rust and I've never broken one. I have a dozen or so in all of my tool bags/boxes that have drills or drivers and they've never let me down. I used to go through regular uncoated #2 bits constantly and was sick of buying replacements.<br /><br />I've never found these in a store and they were recommended by a friend. Worth the the money!,1/25/2015
US,52707063,R32AYC66L1S4B1,B002UZAXX2,592443100,"(3-80202) #2 Phillips with ACR Bit 2"" 6pk",Tools,5,0,0,N,Y,Very nice bits,"I really like these bits. The serrated tips really do hold the screws well and cam-out less than regular bits. I also use their 1\\"" bits which have the same tip design.  These bits are durable and I appreciate that too.",10/13/2014
US,16590494,R1CAU4M1MZDH80,B002UZAXX2,592443100,"(3-80202) #2 Phillips with ACR Bit 2"" 6pk",Tools,5,0,0,N,N,Grip better than bits costing four times as much,Grip better than bits costing four times as much. Still like the Rhino bits better though.,8/13/2014
