marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date
US,36150664,RGIEUP3IDICGD,B00G97AJMW,580754858,"(10 Pcs Bundle) 5 Center Pinch Lens Cap (55mm) and 5 Cap Keeper Leash for Canon, Nikon, Sony and any other DSLR Camera",Camera,5,0,0,N,Y,Five Stars,great product,8/29/2015
US,51248439,R2H0AJQZGSDSTL,B00G97AJMW,580754858,"(10 Pcs Bundle) 5 Center Pinch Lens Cap (55mm) and 5 Cap Keeper Leash for Canon, Nikon, Sony and any other DSLR Camera",Camera,5,0,0,N,Y,Great product for the price,Great product for the price. the Lense cap was bit tight for my Nikon camera but it works fine. Will certainly buy from this seller again.,8/24/2015
US,2249133,RKAJKO5RBHYWE,B00G97AJMW,580754858,"(10 Pcs Bundle) 5 Center Pinch Lens Cap (55mm) and 5 Cap Keeper Leash for Canon, Nikon, Sony and any other DSLR Camera",Camera,5,0,0,N,Y,I love how everything was in it's individual packages,"Came in very quick. I love how everything was in it's individual packages. I have two lens, on 18-55mm and on 75-250mm, and this actually works for both!",8/21/2015
US,12199285,RYFLSXUFOBBTU,B00G97AJMW,580754858,"(10 Pcs Bundle) 5 Center Pinch Lens Cap (55mm) and 5 Cap Keeper Leash for Canon, Nikon, Sony and any other DSLR Camera",Camera,5,0,0,N,Y,Five Stars,fit on my camera perfectly,8/7/2015
US,22324041,R3PZGBVA9SF2JL,B00G97AJMW,580754858,"(10 Pcs Bundle) 5 Center Pinch Lens Cap (55mm) and 5 Cap Keeper Leash for Canon, Nikon, Sony and any other DSLR Camera",Camera,1,0,0,N,Y,horrible!,You can't even use them! As soon as you put any tension like opening the loop with your fingers the whole thing comes apart. Every single one in the package!,8/6/2015
US,13992023,RVML7DKPVBSD,B00G97AJMW,580754858,"(10 Pcs Bundle) 5 Center Pinch Lens Cap (55mm) and 5 Cap Keeper Leash for Canon, Nikon, Sony and any other DSLR Camera",Camera,1,0,0,N,Y,Does not fit.,They don't fit on my 18-55mm lense.,8/4/2015
US,12582749,R3RKEJ62IR661T,B00G97AJMW,580754858,"(10 Pcs Bundle) 5 Center Pinch Lens Cap (55mm) and 5 Cap Keeper Leash for Canon, Nikon, Sony and any other DSLR Camera",Camera,1,1,1,N,Y,Not what I ordered.,"The caps and keepers are not what I ordered. The caps are fine, but the keepers have a very thin string attached to the lens cap instead of having an elastic band that goes around the lens as the picture shows. The thin string will be worthless.",7/29/2015
US,12693156,R12FODKKLYRS5B,B00G97AJMW,580754858,"(10 Pcs Bundle) 5 Center Pinch Lens Cap (55mm) and 5 Cap Keeper Leash for Canon, Nikon, Sony and any other DSLR Camera",Camera,5,0,0,N,Y,very good purchase,I love it..very nice for my new Canon camara...with this I will not loose any caps anymore..thanks a lot..I am very happy with this purchase,7/29/2015
US,28685199,RMLLQA1OFBKB0,B00G97AJMW,580754858,"(10 Pcs Bundle) 5 Center Pinch Lens Cap (55mm) and 5 Cap Keeper Leash for Canon, Nikon, Sony and any other DSLR Camera",Camera,5,0,0,N,Y,"Great price, fit well","Great price, they fit well",7/15/2015
US,3711055,R10RKS1GN9QQ86,B00G97AJMW,580754858,"(10 Pcs Bundle) 5 Center Pinch Lens Cap (55mm) and 5 Cap Keeper Leash for Canon, Nikon, Sony and any other DSLR Camera",Camera,5,0,0,N,Y,Five Stars,great product,7/13/2015
US,34918082,R189WOAKG2D1HQ,B005KK41HI,799208421,"(2 Pack) 58MM Lens Cap Snap-On for CANON Rebel (T5i T4i T3i T3 T2 T2i T1i XT XTi SL1), CANON EOS (1100D 700D 650D 600D 550D 500D 450D 400D 350D 100D) + Premium MagicFiber Microfiber Lens Cleaning Cloth",Camera,3,0,0,N,Y,generic replacement,"I'm using this cap to replace the original for my Canon 100mm f/2.8 macro which I lost. It is more difficult to snap on than the original, but it does go on. It feels like a generic. However, for the price, I can't complain too much.",6/14/2015
US,813279,R32ADJYM5B8BLO,B005KK41HI,799208421,"(2 Pack) 58MM Lens Cap Snap-On for CANON Rebel (T5i T4i T3i T3 T2 T2i T1i XT XTi SL1), CANON EOS (1100D 700D 650D 600D 550D 500D 450D 400D 350D 100D) + Premium MagicFiber Microfiber Lens Cleaning Cloth",Camera,5,0,0,N,Y,Five Stars,Fits good with my camera,4/7/2015
US,32849919,R9DHV1UOH7RM2,B005KK41HI,799208421,"(2 Pack) 58MM Lens Cap Snap-On for CANON Rebel (T5i T4i T3i T3 T2 T2i T1i XT XTi SL1), CANON EOS (1100D 700D 650D 600D 550D 500D 450D 400D 350D 100D) + Premium MagicFiber Microfiber Lens Cleaning Cloth",Camera,5,0,0,N,Y,Five Stars,Arrived very quickly and both fit my camera as described!!  Thank you!,2/13/2015
US,10825281,REL8TJVO1A0PB,B005KK41HI,799208421,"(2 Pack) 58MM Lens Cap Snap-On for CANON Rebel (T5i T4i T3i T3 T2 T2i T1i XT XTi SL1), CANON EOS (1100D 700D 650D 600D 550D 500D 450D 400D 350D 100D) + Premium MagicFiber Microfiber Lens Cleaning Cloth",Camera,5,0,0,N,Y,The best ever on earth,"Item as described, appears to be well made. Quick shipping, and very good transaction, the way it should be. Highly recommended.",1/28/2015
US,36072414,R3IUL6DAPDT0NZ,B005KK41HI,799208421,"(2 Pack) 58MM Lens Cap Snap-On for CANON Rebel (T5i T4i T3i T3 T2 T2i T1i XT XTi SL1), CANON EOS (1100D 700D 650D 600D 550D 500D 450D 400D 350D 100D) + Premium MagicFiber Microfiber Lens Cleaning Cloth",Camera,5,0,0,N,Y,Perfect for my backup lenses,Very quick delivery.  Perfect for my backup lenses. Will definitely purchase from again.  Can't beat the price either.,11/4/2014
US,22266459,RZY10E769MA5R,B005KK41HI,799208421,"(2 Pack) 58MM Lens Cap Snap-On for CANON Rebel (T5i T4i T3i T3 T2 T2i T1i XT XTi SL1), CANON EOS (1100D 700D 650D 600D 550D 500D 450D 400D 350D 100D) + Premium MagicFiber Microfiber Lens Cleaning Cloth",Camera,5,0,0,N,Y,58mm snap on lens caps from Digital Goja work well.,"I'd purchased the 52mm snap on lens caps from Digital Goja and liked them. So I got these 58mm caps. They fit my 58mm lens well. They stay on securely. I got them to replace the original lens cap on my fujinon XF 18-55mm lens which tends not to stay on. The deal for two caps from Digital Goja was better than the cost of one from other sellers, and the design of the caps seems superior to those from other sellers. I specifically looked for this design rather than the center pinch.",9/27/2014
US,50761827,R26K3BGXD4SX6V,B005KK41HI,799208421,"(2 Pack) 58MM Lens Cap Snap-On for CANON Rebel (T5i T4i T3i T3 T2 T2i T1i XT XTi SL1), CANON EOS (1100D 700D 650D 600D 550D 500D 450D 400D 350D 100D) + Premium MagicFiber Microfiber Lens Cleaning Cloth",Camera,5,0,0,N,Y,Five Stars,Fast shipping and good quality,8/22/2014
US,15874304,R258GVKW1BY3VV,B005KK41HI,799208421,"(2 Pack) 58MM Lens Cap Snap-On for CANON Rebel (T5i T4i T3i T3 T2 T2i T1i XT XTi SL1), CANON EOS (1100D 700D 650D 600D 550D 500D 450D 400D 350D 100D) + Premium MagicFiber Microfiber Lens Cleaning Cloth",Camera,5,0,0,N,Y,Excellent Service,"Great price, quick shipment and they added a little extra - cleaning cloth for the camera lens.",8/13/2014
US,19764927,R2UISWXIMERXAW,B005KK41HI,799208421,"(2 Pack) 58MM Lens Cap Snap-On for CANON Rebel (T5i T4i T3i T3 T2 T2i T1i XT XTi SL1), CANON EOS (1100D 700D 650D 600D 550D 500D 450D 400D 350D 100D) + Premium MagicFiber Microfiber Lens Cleaning Cloth",Camera,5,0,0,N,Y,Excellent Buy!,I'm so pleased with my purchase.  Very prompt delivery (well prior to estimated time)! Excellent price and they work very well!,8/5/2014
US,10380184,R2JHMJQGLEC92C,B005KK41HI,799208421,"(2 Pack) 58MM Lens Cap Snap-On for CANON Rebel (T5i T4i T3i T3 T2 T2i T1i XT XTi SL1), CANON EOS (1100D 700D 650D 600D 550D 500D 450D 400D 350D 100D) + Premium MagicFiber Microfiber Lens Cleaning Cloth",Camera,5,0,0,N,Y,Five Stars,Good snap-on cap for lens for XL,7/8/2014
US,23746397,RA7S4QCJOCFGC,B0043ZLFXE,299677974,"(2 Pack) MagicFiber Microfiber Cleaning Cloths - For Tablets, Lenses, and Other Delicate Surfaces (1 Black and 1 Grey 6x7"")",Camera,5,0,0,N,Y,Five Stars,VERY NICE,4/16/2015
US,3406175,RP5J77P018ZGX,B0043ZLFXE,299677974,"(2 Pack) MagicFiber Microfiber Cleaning Cloths - For Tablets, Lenses, and Other Delicate Surfaces (1 Black and 1 Grey 6x7"")",Camera,3,0,0,N,Y,It,It gud,3/16/2015
US,9566320,R8PK8CA7ACK70,B0043ZLFXE,299677974,"(2 Pack) MagicFiber Microfiber Cleaning Cloths - For Tablets, Lenses, and Other Delicate Surfaces (1 Black and 1 Grey 6x7"")",Camera,5,0,0,N,Y,Good customer service. Great cloth.,Does as advertised. Cleans my Nexus 6 and other devices like brand-new even without spray.<br />My package got lost in the mail (during christmas time) but Goja sent me a new one :),2/13/2015
US,2718247,R1TQIL6KKJEPRT,B0043ZLFXE,299677974,"(2 Pack) MagicFiber Microfiber Cleaning Cloths - For Tablets, Lenses, and Other Delicate Surfaces (1 Black and 1 Grey 6x7"")",Camera,5,0,0,N,Y,Great product,I love these Magic Fiber cloths. I use it to wipe the screen of my cell phone and it is amazing. I will definitely buy these again in the future.,1/28/2015
US,1008731,R29RATR61SU59R,B0043ZLFXE,299677974,"(2 Pack) MagicFiber Microfiber Cleaning Cloths - For Tablets, Lenses, and Other Delicate Surfaces (1 Black and 1 Grey 6x7"")",Camera,5,0,0,N,Y,Excellent product,"Product is excellent in quality and I love the attention to detail in all aspects, especially the packaging and signed letter.",1/27/2015
US,23524049,RE6NE6JADNK24,B0043ZLFXE,299677974,"(2 Pack) MagicFiber Microfiber Cleaning Cloths - For Tablets, Lenses, and Other Delicate Surfaces (1 Black and 1 Grey 6x7"")",Camera,5,0,0,N,Y,I really like the cloths perfect for cleaning tablets and TV screens,Some products deserve a five star and this is one. First the supplier was very helpful when talking to and I got the cloths just one day late but hey this was a holiday in there (Martin Luther birthday) so they were right on time. I really like the cloths perfect for cleaning tablets and TV screens. They are a good size and are thick not like some others that are paper thin. I would highly recommend these you will not be disappointed,1/24/2015
US,13089330,R28H1Y0J8SCTLK,B0043ZLFXE,299677974,"(2 Pack) MagicFiber Microfiber Cleaning Cloths - For Tablets, Lenses, and Other Delicate Surfaces (1 Black and 1 Grey 6x7"")",Camera,5,0,0,N,Y,Great.,Shipped on time and worked great.,12/29/2014
US,1044647,RT3AJQE3HPGDQ,B0043ZLFXE,299677974,"(2 Pack) MagicFiber Microfiber Cleaning Cloths - For Tablets, Lenses, and Other Delicate Surfaces (1 Black and 1 Grey 6x7"")",Camera,5,0,0,N,Y,Excelente,Excelente artículo y de muy buena calidad!,10/30/2014
US,46250115,R3FM11622USR5Z,B0043ZLFXE,299677974,"(2 Pack) MagicFiber Microfiber Cleaning Cloths - For Tablets, Lenses, and Other Delicate Surfaces (1 Black and 1 Grey 6x7"")",Camera,5,0,0,N,Y,These cleaning clothes are awesome! They really make my iPad screen sparkle,These cleaning clothes are awesome!  They really make my iPad screen sparkle.,10/30/2014
US,14281533,R23ZEH8WAEI81P,B0043ZLFXE,299677974,"(2 Pack) MagicFiber Microfiber Cleaning Cloths - For Tablets, Lenses, and Other Delicate Surfaces (1 Black and 1 Grey 6x7"")",Camera,5,0,0,N,Y,Five Stars,Very effective and thin material; what I was looking for.,10/6/2014
US,43162052,R1949EWGF7VEFL,B00FEN6HJ6,116131622,"(2 Pack) MagicFiber Microfiber Cleaning Cloths - For Tablets, Lenses, and Other Delicate Surfaces (2 Original Grey 6x7"")",Camera,5,0,0,N,Y,microfiber cloth on deck,"does a good job, nothing else to say",2/11/2015
US,36869063,RUMXR3P8KXVD8,B00FEN6HJ6,116131622,"(2 Pack) MagicFiber Microfiber Cleaning Cloths - For Tablets, Lenses, and Other Delicate Surfaces (2 Original Grey 6x7"")",Camera,5,0,0,N,Y,Very effective,"These work really well, no smearing around at all, they just lift the finger oils off the screen of your phone or tablet.",2/1/2015
US,51599188,RYW3ECD54OWT,B00FEN6HJ6,116131622,"(2 Pack) MagicFiber Microfiber Cleaning Cloths - For Tablets, Lenses, and Other Delicate Surfaces (2 Original Grey 6x7"")",Camera,4,0,0,N,Y,Very nice. Works well without leaving residue,Very nice.  Works well without leaving residue.,1/19/2015
US,23706547,R3JHFKBGBD3DU0,B00FEN6HJ6,116131622,"(2 Pack) MagicFiber Microfiber Cleaning Cloths - For Tablets, Lenses, and Other Delicate Surfaces (2 Original Grey 6x7"")",Camera,5,0,0,N,Y,Very nice cleaning cloths,"I really like these cleaning cloths!  They are a nice size and really do the job of cleaning my tablet screens, and I also use them for cleaning my glasses.  On top of that they were a good price.  They arrived on time and in good condition.  Looking forward to doing business with this company again.  Highly recommend.",12/30/2014
US,4604770,RQS7V9D104ZGG,B00FEN6HJ6,116131622,"(2 Pack) MagicFiber Microfiber Cleaning Cloths - For Tablets, Lenses, and Other Delicate Surfaces (2 Original Grey 6x7"")",Camera,5,0,0,N,Y,Nice Cloths,I ordered these cloths for my camera lenses and to clean my iPad screen. Cloths are very nice and work very well. Shipping was fast. Very satisfied customer.,10/1/2014
US,46439920,R1CZ32IY5CI0KC,B00FEN6HJ6,116131622,"(2 Pack) MagicFiber Microfiber Cleaning Cloths - For Tablets, Lenses, and Other Delicate Surfaces (2 Original Grey 6x7"")",Camera,3,0,0,N,Y,Three Stars,Should've been two but only one in package.,9/29/2014
US,52445998,R29KQ3Z3FMD6HS,B00FEN6HJ6,116131622,"(2 Pack) MagicFiber Microfiber Cleaning Cloths - For Tablets, Lenses, and Other Delicate Surfaces (2 Original Grey 6x7"")",Camera,5,1,1,N,N,Great product to keep your iPad clean.,"Great size for my regular ipad - big, but still easy to position when I close it.  It does a great job cleaning the screen and is thin enough to keep between my iPad Smart Cover or my Zagg ProPlus keyboard and the iPad.  The price is reasonable and shipping is free.",8/26/2014
US,28859117,R133YT1G5JK1MP,B00FEN6HJ6,116131622,"(2 Pack) MagicFiber Microfiber Cleaning Cloths - For Tablets, Lenses, and Other Delicate Surfaces (2 Original Grey 6x7"")",Camera,5,0,0,N,Y,Five Stars,"Excellent best I have ever used , will buy more",8/1/2014
US,24947142,R1UW35B98WJP7L,B00FEN6HJ6,116131622,"(2 Pack) MagicFiber Microfiber Cleaning Cloths - For Tablets, Lenses, and Other Delicate Surfaces (2 Original Grey 6x7"")",Camera,5,0,1,N,Y,Works great!,Very nice product; exactly as advertised. Would highly recommend. You will not be disappointed if you purchase this item-get more than one to have around your home/office.,4/4/2014
US,20293977,R2YK7F3J1BNN3R,B00FEN6HJ6,116131622,"(2 Pack) MagicFiber Microfiber Cleaning Cloths - For Tablets, Lenses, and Other Delicate Surfaces (2 Original Grey 6x7"")",Camera,5,0,1,N,Y,The Perfect size.,"I've tried big micro cloths, small ones, not so small/large ones and all I can say is, this size is PERFECT for holding when cleaning my Apple products. The price is good, the quality is awesome and they work well. Just don't use any type of soap to clean the cloths as that is a no no.",3/21/2014
US,29402957,R3J906NW8F26PS,B00GCGGNBQ,601237772,"(2 Pack) Vivitar LP-E12 Ultra High Capacity 1275mAh Li-ion Battery for CANON REBEL SL1, EOS M, 100D (Canon LP-E12 Replacement)",Camera,4,0,0,N,Y,Good Product!!!,"Fit my camera, works as expected....seems to die a little bit faster than my Canon but couldn't beat it for the price.",8/7/2015
US,24550970,R34KTJT50N4FMK,B00GCGGNBQ,601237772,"(2 Pack) Vivitar LP-E12 Ultra High Capacity 1275mAh Li-ion Battery for CANON REBEL SL1, EOS M, 100D (Canon LP-E12 Replacement)",Camera,5,0,1,N,Y,DON'T WORRY,This is a good value.,7/24/2015
US,15977519,RM6WS1QT54HXF,B00GCGGNBQ,601237772,"(2 Pack) Vivitar LP-E12 Ultra High Capacity 1275mAh Li-ion Battery for CANON REBEL SL1, EOS M, 100D (Canon LP-E12 Replacement)",Camera,5,0,0,N,Y,Great backup/extra batteries,"Product is just as described. Works great and holds a charge through many,many photos. Using them along with original Canon batteries, no difference in quality. Good deal.",7/21/2015
US,11093954,R1H1CIF26EYTNX,B00GCGGNBQ,601237772,"(2 Pack) Vivitar LP-E12 Ultra High Capacity 1275mAh Li-ion Battery for CANON REBEL SL1, EOS M, 100D (Canon LP-E12 Replacement)",Camera,5,0,0,N,Y,Great price. Both batteries are working well in my ...,Great price.  Both batteries are working well in my Canon S1 Camera.,7/13/2015
US,49356595,R1AJQOIA15L97A,B00GCGGNBQ,601237772,"(2 Pack) Vivitar LP-E12 Ultra High Capacity 1275mAh Li-ion Battery for CANON REBEL SL1, EOS M, 100D (Canon LP-E12 Replacement)",Camera,5,0,0,N,Y,Great OEM Battery Replacement.,Pretty Good Battery. I don`t know when I´m using the OEM or this Vivitar Replacement !!<br />I bought this 2 pack and all this time I´ve Only use it One of them !,5/27/2015
US,19966916,R3TJFQMIFXD3XP,B00GCGGNBQ,601237772,"(2 Pack) Vivitar LP-E12 Ultra High Capacity 1275mAh Li-ion Battery for CANON REBEL SL1, EOS M, 100D (Canon LP-E12 Replacement)",Camera,5,0,0,N,Y,Great batteries and price!,Excellent batteries.  Good price for a name brand!,5/19/2015
US,47124215,RB690RKC6HHX7,B00GCGGNBQ,601237772,"(2 Pack) Vivitar LP-E12 Ultra High Capacity 1275mAh Li-ion Battery for CANON REBEL SL1, EOS M, 100D (Canon LP-E12 Replacement)",Camera,5,0,0,N,Y,Inexpensive way to grab a few spares!,"Excellent product, faster than promised shipping, great value.",5/18/2015
US,52812083,R18VWMMCW4DIVM,B00GCGGNBQ,601237772,"(2 Pack) Vivitar LP-E12 Ultra High Capacity 1275mAh Li-ion Battery for CANON REBEL SL1, EOS M, 100D (Canon LP-E12 Replacement)",Camera,4,0,0,N,Y,A little disappointing,Don't hold a charge as well as I expected them to.,5/3/2015
US,15265252,R1OA2D446EQFGS,B00GCGGNBQ,601237772,"(2 Pack) Vivitar LP-E12 Ultra High Capacity 1275mAh Li-ion Battery for CANON REBEL SL1, EOS M, 100D (Canon LP-E12 Replacement)",Camera,5,0,0,N,Y,Great value!,Works great and a cheaper alternative than the OEM.,2/25/2015
US,51664878,RHLU9C93YAHX,B00GCGGNBQ,601237772,"(2 Pack) Vivitar LP-E12 Ultra High Capacity 1275mAh Li-ion Battery for CANON REBEL SL1, EOS M, 100D (Canon LP-E12 Replacement)",Camera,5,0,0,N,Y,Five Stars,Delivered exactly when and what I wanted.,1/27/2015
US,32948681,R2XHA9IJ7O75BQ,B00DWIAVWY,733909694,"(2 Pack) Vivitar NB-10L Ultra High Capacity Batteries for CANON PowerShot SX40 HS SX40HS, SX50 HS SX50HS, G1 X G1X, Powershot G15, PowerShot G16 Digital Cameras",Camera,1,0,1,N,Y,You get what you pay for?,"Very disappointed - I have used one of the two batteries, and its performance is very poor - estimating that after a full charge I get at best just 10% of the number of images that I get with the original Canon battery. If you buy, I'd suggest you check it out thoroughly within the Amazon return period. Not sure if I can be bothered to work with Vivitar.",8/28/2015
US,13004740,R34KFUE2A4U2AN,B00DWIAVWY,733909694,"(2 Pack) Vivitar NB-10L Ultra High Capacity Batteries for CANON PowerShot SX40 HS SX40HS, SX50 HS SX50HS, G1 X G1X, Powershot G15, PowerShot G16 Digital Cameras",Camera,4,0,0,N,Y,Four Stars,They work very well,8/23/2015
US,24779381,R2QWMDFQX59NCW,B00DWIAVWY,733909694,"(2 Pack) Vivitar NB-10L Ultra High Capacity Batteries for CANON PowerShot SX40 HS SX40HS, SX50 HS SX50HS, G1 X G1X, Powershot G15, PowerShot G16 Digital Cameras",Camera,5,0,0,N,Y,It's very good for the price,"I ordered these as backup, but on my 2.5 weeks trip in Europe I never had to use the original battery that came with my camera.  I only had to recharge once for both.  Each battery lasted more than 2 days, and the recharge was very quick. It's very good for the price.",8/18/2015
